CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
36.368.925/0001-37;2024-01-01;1;2024-02-16;TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-03-16;INVESTIDORES EM GERAL;BRTRXBCTF002;3205778;N;N;Títulos e Valores Mobiliários;Híbrido;Passiva;Determinado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 35090-600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
36.368.925/0001-37;2024-02-01;1;2024-03-15;TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-03-16;INVESTIDORES EM GERAL;BRTRXBCTF002;3205778;N;N;Títulos e Valores Mobiliários;Híbrido;Passiva;Determinado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 35090-600;;;www.brltrust.com.br;infolegal@apexgroup.com
36.368.925/0001-37;2024-03-01;1;2024-04-10;TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-03-16;INVESTIDORES EM GERAL;BRTRXBCTF002;3205778;N;N;Títulos e Valores Mobiliários;Híbrido;Passiva;Determinado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 35090-600;;;www.brltrust.com.br;infolegal@apexgroup.com
36.420.742/0001-13;2024-01-01;1;2024-02-15;TANTOU FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-02-09;INVESTIDORES EM GERAL;;5686242.57;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO OURINVEST S/A;78632767000120;Av. Paulista;1728;Sobreloja, 2º, 3º, 4º, 5º e 7º andares;Bela Vista;São Paulo;SP;01310-919;4081-4402;4081-4576;4081-4444;ourinvest.com.br;fundos.imobiliarios@ourinvest.com.br
36.420.742/0001-13;2024-02-01;1;2024-03-14;TANTOU FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-02-09;INVESTIDORES EM GERAL;;5686242.57;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO OURINVEST S/A;78632767000120;Av. Paulista;1728;Sobreloja, 2º, 3º, 4º, 5º e 7º andares;Bela Vista;São Paulo;SP;01310-919;4081-4402;4081-4576;4081-4444;ourinvest.com.br;fundos.imobiliarios@ourinvest.com.br
36.420.742/0001-13;2024-03-01;1;2024-04-11;TANTOU FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-02-09;INVESTIDORES EM GERAL;;5686242.57;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO OURINVEST S/A;78632767000120;Av. Paulista;1728;Sobreloja, 2º, 3º, 4º, 5º e 7º andares;Bela Vista;São Paulo;SP;01310-919;4081-4402;4081-4576;4081-4444;ourinvest.com.br;fundos.imobiliarios@ourinvest.com.br
36.445.551/0001-06;2024-01-01;1;2024-02-15;YUCA FUNDO DE INVESTIMENTO IMOBILIARIO;2020-11-09;INVESTIDOR PROFISSIONAL;BRYUFICTF008;492650;N;N;Renda;Residencial;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
36.445.551/0001-06;2024-02-01;1;2024-03-13;YUCA FUNDO DE INVESTIMENTO IMOBILIARIO;2020-11-09;INVESTIDOR PROFISSIONAL;BRYUFICTF008;492650;N;N;Renda;Residencial;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
36.445.551/0001-06;2024-03-01;1;2024-04-11;YUCA FUNDO DE INVESTIMENTO IMOBILIARIO;2020-11-09;INVESTIDOR PROFISSIONAL;BRYUFICTF008;492650;N;N;Renda;Residencial;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
36.445.587/0001-90;2024-01-01;1;2024-02-16;VINCI IMOVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIARIO;2021-05-28;INVESTIDORES EM GERAL;BRVIURCTF009;26946220;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
36.445.587/0001-90;2024-02-01;1;2024-03-15;VINCI IMOVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIARIO;2021-05-28;INVESTIDORES EM GERAL;BRVIURCTF009;26946220;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
36.445.587/0001-90;2024-03-01;1;2024-04-15;VINCI IMOVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIARIO;2021-05-28;INVESTIDORES EM GERAL;BRVIURCTF009;26946220;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
36.501.128/0001-86;2024-01-01;1;2024-02-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX;2020-10-02;INVESTIDORES EM GERAL;;14428829;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 ANDAR;Botafogo;Rio de Janeiro;RJ;22250-906;(11) 3524-8888;;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
36.501.128/0001-86;2024-02-01;1;2024-03-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX;2020-10-02;INVESTIDORES EM GERAL;;18851720;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 ANDAR;Botafogo;Rio de Janeiro;RJ;22250-906;(11) 3524-8888;;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
36.501.128/0001-86;2024-03-01;1;2024-04-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX;2020-10-02;INVESTIDORES EM GERAL;;18851720;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 ANDAR;Botafogo;Rio de Janeiro;RJ;22250-906;(11) 3524-8888;;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
36.501.159/0001-37;2024-01-01;1;2024-02-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA;2020-12-30;INVESTIDORES EM GERAL;BRHBCRCTF001;1147760;N;N;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;30/07;S;N;N;S;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
36.501.159/0001-37;2024-02-01;1;2024-03-18;FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA;2020-12-30;INVESTIDORES EM GERAL;BRHBCRCTF001;1147760;N;N;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;30/07;S;N;N;S;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
36.501.159/0001-37;2024-03-01;1;2024-04-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA;2020-12-30;INVESTIDORES EM GERAL;BRHBCRCTF001;1467113;N;N;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;30/07;S;N;N;S;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
36.501.181/0001-87;2024-01-01;1;2024-02-07;JFL LIVING FUNDO DE INVESTIMENTO IMOBILIARIO;2022-01-06;INVESTIDORES EM GERAL;BRJFLLCTF002;1500598;N;N;Renda;Residencial;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
36.501.181/0001-87;2024-02-01;1;2024-03-12;JFL LIVING FUNDO DE INVESTIMENTO IMOBILIARIO;2022-01-06;INVESTIDORES EM GERAL;BRJFLLCTF002;1500598;N;N;Renda;Residencial;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
36.501.181/0001-87;2024-03-01;1;2024-04-09;JFL LIVING FUNDO DE INVESTIMENTO IMOBILIARIO;2022-01-06;INVESTIDORES EM GERAL;BRJFLLCTF002;1500598;N;N;Renda;Residencial;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
36.501.198/0001-34;2024-01-01;1;2024-02-09;GENIAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-03-03;INVESTIDORES EM GERAL;BRGLOGCTF000;750000;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
36.501.198/0001-34;2024-02-01;1;2024-03-12;GENIAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-03-03;INVESTIDORES EM GERAL;BRGLOGCTF000;750000;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
36.501.198/0001-34;2024-03-01;2;2024-04-09;GENIAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-03-03;INVESTIDORES EM GERAL;BRGLOGCTF000;750000;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
36.501.210/0001-00;2024-01-01;2;2024-02-14;BARRA MALLS FUNDO DE INVESTIMENTO IMOBILIARIO;2019-12-11;INVESTIDORES EM GERAL;BRBTMLCTF008;1135160;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANEIRO;RJ;20040-002;21-3500-4514;21-3500-4514;;www.rjicv.com.br;backoffice.adm@rjicv.com.br
36.501.210/0001-00;2024-02-01;1;2024-03-08;BARRA MALLS FUNDO DE INVESTIMENTO IMOBILIARIO;2019-12-11;INVESTIDORES EM GERAL;BRBTMLCTF008;1135160;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANEIRO;RJ;20040-002;21-3500-4514;21-3500-4514;;www.rjicv.com.br;backoffice.adm@rjicv.com.br
36.501.210/0001-00;2024-03-01;1;2024-04-03;BARRA MALLS FUNDO DE INVESTIMENTO IMOBILIARIO;2019-12-11;INVESTIDORES EM GERAL;BRBTMLCTF008;1135160;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANEIRO;RJ;20040-002;21-3500-4514;21-3500-4514;;www.rjicv.com.br;backoffice.adm@rjicv.com.br
36.501.233/0001-15;2024-01-01;1;2024-02-15;CYRELA CRÉDITO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-11;INVESTIDORES EM GERAL;BRCYCRCTF004;16315840;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 ANDAR;Botafogo;Rio de Janeiro;RJ;222050-906;(11) 3524-8888;;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
36.501.233/0001-15;2024-02-01;1;2024-03-15;CYRELA CRÉDITO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-11;INVESTIDORES EM GERAL;BRCYCRCTF004;16315840;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 ANDAR;Botafogo;Rio de Janeiro;RJ;222050-906;(11) 3524-8888;;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
36.501.233/0001-15;2024-03-01;1;2024-04-15;CYRELA CRÉDITO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-11;INVESTIDORES EM GERAL;BRCYCRCTF004;16315840;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 ANDAR;Botafogo;Rio de Janeiro;RJ;222050-906;(11) 3524-8888;;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
36.501.249/0001-28;2024-01-01;1;2024-02-15;LWTC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-11;INVESTIDOR PROFISSIONAL;BR0000000000;226025.39244;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 andar;Botafogo;Rio de Janeiro;RJ;22250-906;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;middleadm@genial.com.vc
36.501.249/0001-28;2024-02-01;1;2024-03-14;LWTC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-11;INVESTIDOR PROFISSIONAL;BR0000000000;226025.39244;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 andar;Botafogo;Rio de Janeiro;RJ;22250-906;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;middleadm@genial.com.vc
36.501.249/0001-28;2024-03-01;1;2024-04-12;LWTC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-11;INVESTIDOR PROFISSIONAL;BR0000000000;226025.39244;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 andar;Botafogo;Rio de Janeiro;RJ;22250-906;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;middleadm@genial.com.vc
36.517.660/0001-91;2024-01-01;1;2024-02-15;RIO BRAVO RENDA RESIDENCIAL FII;2020-03-02;INVESTIDORES EM GERAL;BRRBRSCTF006;1734299;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
36.517.660/0001-91;2024-02-01;1;2024-03-15;RIO BRAVO RENDA RESIDENCIAL FII;2020-03-02;INVESTIDORES EM GERAL;BRRBRSCTF006;1734299;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
36.517.660/0001-91;2024-03-01;1;2024-04-15;RIO BRAVO RENDA RESIDENCIAL FII;2020-03-02;INVESTIDORES EM GERAL;BRRBRSCTF006;1734299;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
36.532.530/0001-28;2024-01-01;1;2024-02-15;ALDEOTA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2023-09-04;INVESTIDOR PROFISSIONAL;BR0I6HCTF003;3601.4036722;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
36.532.530/0001-28;2024-02-01;1;2024-03-15;ALDEOTA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2023-09-04;INVESTIDOR PROFISSIONAL;BR0I6HCTF003;3601.4036722;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
36.532.530/0001-28;2024-03-01;1;2024-04-15;ALDEOTA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2023-09-04;INVESTIDOR PROFISSIONAL;BR0I6HCTF003;3600;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
36.615.915/0001-59;2024-01-01;1;2024-02-09;JBFO FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-05;INVESTIDORES EM GERAL;BRJBFOCTF007;1279070;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vl Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
36.615.915/0001-59;2024-02-01;1;2024-03-15;JBFO FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-05;INVESTIDORES EM GERAL;BRJBFOCTF007;1279070;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vl Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
36.615.915/0001-59;2024-03-01;1;2024-04-12;JBFO FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-05;INVESTIDOR QUALIFICADO;BRJBFOCTF007;1279070;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;Dezembro;S;N;N;S;N;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vl Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
36.642.139/0001-86;2024-01-01;1;2024-02-15;MAUÁ CAPITAL HED FII;2021-07-01;INVESTIDORES EM GERAL;BRMCFFCTF007;32354247;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.139/0001-86;2024-02-01;1;2024-03-15;MAUÁ CAPITAL HED FII;2021-07-01;INVESTIDORES EM GERAL;BRMCFFCTF007;32354247;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.139/0001-86;2024-03-01;1;2024-04-15;MAUÁ CAPITAL HED FII;2021-07-01;INVESTIDORES EM GERAL;BRMCFFCTF007;32354247;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.219/0001-31;2024-01-01;1;2024-02-15;RIZA AKIN FII;2020-12-21;INVESTIDORES EM GERAL;BRRZAKCTF008;8807885;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.219/0001-31;2024-02-01;1;2024-03-15;RIZA AKIN FII;2020-12-21;INVESTIDORES EM GERAL;BRRZAKCTF008;8807885;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.219/0001-31;2024-03-01;1;2024-04-15;RIZA AKIN FII;2020-12-21;INVESTIDORES EM GERAL;BRRZAKCTF008;8807885;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.244/0001-15;2024-01-01;1;2024-02-15;BTGP AGRO LOG FII;2021-01-28;INVESTIDORES EM GERAL;BRBTALCTF003;5982736;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.244/0001-15;2024-02-01;1;2024-03-15;BTGP AGRO LOG FII;2021-01-28;INVESTIDORES EM GERAL;BRBTALCTF003;5982736;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.244/0001-15;2024-03-01;1;2024-04-15;BTGP AGRO LOG FII;2021-01-28;INVESTIDORES EM GERAL;BRBTALCTF003;5982736;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
36.642.275/0001-76;2024-01-01;1;2024-02-15;RBR DESENV IV FII;2020-11-19;INVESTIDOR QUALIFICADO;;1893826;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
